ticker,name,address,country,total_stocks,logo,zipcode,sector,summary,city,phone,website,employees,industry
ADV,ADVA Optical Networking SE,Campus Martinsried,Germany,36308636,https://logo.clearbit.com/adva.com,82152,Technology,"ADVA Optical Networking SE engages in the development, manufacture, and sale of optical and Ethernet-based networking solutions to deliver data, storage, voice, and video services worldwide. It offers open optical transport solutions, such as FSP 3000 open terminals, FSP 3000 open line systems, pluggables and subsystems, and optical access solutions; packet edge and aggregation products, including carrier Ethernet and programmable multilayer edge, metro aggregation, and edge computing products; disaggregated networking, such as packet optical terminals and ensemble activators. The company also provides network virtualization products comprising ensemble connectors, orchestrators, and harmony ecosystems, as well as operates ensemble virtualization director, a management platform for the creation and deployment of virtualized services; network infrastructure assurance products; timing and synchronization products; and automated network management products, such as ensemble optical, sync, fiber, and packet director, and ensemble controllers. In addition, it offers professional services to plan, operate, and maintain the networks. The company sells its products to telecommunications service providers, private companies, universities, and government agencies directly, as well as through a network of distribution partners. ADVA Optical Networking SE was founded in 1994 and is headquartered in Munich, Germany.",Munich,49898906650,http://www.adva.com,1870,Communication Equipment
ADYEN,Adyen N.V.,Simon Carmiggeltstraat 6-50,Netherlands,24658668,https://logo.clearbit.com/adyen.com,1011 DJ,Technology,"Adyen N.V. operates a payments platform that integrates payments stack. The company provides gateway, risk management, processing, acquiring, and settlement services. It offers a back-end infrastructure for authorizing payments across merchants' sales channels i.e. online, mobile, and in-store, as well as APIs. The payments platform is provided as a service to a range of merchants across various verticals, connecting them directly to Visa, Mastercard, and other payment methods and providing data insights. The company has offices in the Netherlands, Brazil, Singapore, the United Kingdom, Canada, Australia, South Korea, Hong Kong, Mexico, China, New Zealand, Malaysia, India, Japan, and the United States, with branches in Germany, France, and Sweden, as well as representative offices in Belgium, Italy, and Spain. Adyen N.V. was founded in 2006 and is based in Amsterdam, the Netherlands.",Amsterdam,31858888138,http://www.adyen.com,0,SoftwareInfrastructure
AEE,Ameren Corporation,1901 Chouteau Avenue,United States,251728565,https://logo.clearbit.com/ameren.com,63103,Utilities,"Ameren Corporation, together with its subsidiaries, operates as a public utility holding company in the United States. It operates through four segments: Ameren Missouri, Ameren Illinois Electric Distribution, Ameren Illinois Natural Gas, and Ameren Transmission. The company engages in the rate-regulated electric generation, transmission, and distribution activities; and rate-regulated natural gas distribution and transmission businesses. It primarily generates electricity through coal, nuclear, and natural gas, as well as renewable sources, such as hydroelectric, wind, methane gas, and solar. The company serves residential, commercial, and industrial customers. The company was founded in 1881 and is headquartered in St. Louis, Missouri.",St. Louis,3146213222,http://www.ameren.com,9183,UtilitiesRegulated Electric
AENA,"Aena S.M.E., S.A.","C/ Peonas, 12",Spain,70005000,https://logo.clearbit.com/aena.es,28042,Industrials,"Aena S.M.E., S.A., together with its subsidiaries, operates, maintains, manages, and administers airport infrastructures and heliports in Spain, the United Kingdom, Mexico, Colombia, Cuba, and internationally. The company operates through Airports, Real Estate Services, and International segments. It also operates and manages commercial spaces in airport terminals and car parks network; and rents areas in airport terminals for stores, food and beverage outlets, and advertising. In addition, the company manages industrial and real estate assets, such as land, warehouses, and hangars; and manages cargo centers. It manages 46 airports in Spain; 12 airports in Mexico; 2 airports in Colombia; and 1 airport in the United Kingdom. The company was formerly known as Aena, S.A. and changed its name to Aena S.M.E., S.A. in April 2017. The company was founded in 2010 and is headquartered in Madrid, Spain. Aena S.M.E., S.A. is a subsidiary of ENAIRE.",Madrid,34913211449,http://www.aena.es,8270,Airports & Air Services
AEP,"American Electric Power Company, Inc.",1 Riverside Plaza,United States,495983439,https://logo.clearbit.com/aep.com,43215-2373,Utilities,"American Electric Power Company, Inc., an electric public utility holding company, engages in the generation, transmission, and distribution of electricity for sale to retail and wholesale customers in the United States. It operates through Vertically Integrated Utilities, Transmission and Distribution Utilities, AEP Transmission Holdco, and Generation & Marketing segments. The company generates electricity using coal and lignite, natural gas, nuclear, and hydroelectric, as well as solar, wind, and other energy sources. It also supplies and markets electric power at wholesale to other electric utility companies, rural electric cooperatives, municipalities, and other market participants. The company owns, leases, or controls approximately 3,016 railcars, 411 barges, 6 towboats, and a coal handling terminal with approximately 18 million tons of annual capacity. American Electric Power Company, Inc. was incorporated in 1906 and is headquartered in Columbus, Ohio.",Columbus,6147161000,http://www.aep.com,16787,UtilitiesRegulated Electric
AES,The AES Corporation,4300 Wilson Boulevard,United States,663137356,https://logo.clearbit.com/aes.com,22203,Utilities,"The AES Corporation operates as a diversified power generation and utility company. It owns and/or operates power plants to generate and sell power to customers, such as utilities, industrial users, and other intermediaries. The company also owns and/or operates utilities to generate or purchase, distribute, transmit, and sell electricity to end-user customers in the residential, commercial, industrial, and governmental sectors; and generates and sells electricity on the wholesale market. It uses a range of fuels and technologies to generate electricity, including natural gas, coal, pet coke, diesel, and oil, as well as renewables, such as hydro, solar, wind, energy storage, biomass, and landfill gas. The company owns and/or operates a generation portfolio of approximately 30,308 megawatts. It has operations in the United States, Puerto Rico, El Salvador, Chile, Colombia, Argentina, Brazil, Mexico, Central America, the Caribbean, Europe, and Asia. The company was formerly known as Applied Energy Services, Inc. and changed its name to The AES Corporation in April 2000. The AES Corporation was incorporated in 1981 and is headquartered in Arlington, Virginia.",Arlington,7035221315,http://www.aes.com,8162,UtilitiesDiversified
AF5,AKKA Technologies SE,Avenue Louise 235,Belgium,12024408,https://logo.clearbit.com/akka-technologies.com,1050,Technology,"AKKA Technologies SE provides digital solutions, engineering consulting, and research and development services in the mobility sector in France, Germany, North America, and internationally. The company offers systems engineering, mechanical engineering, process engineering, support engineering, digitalization, embedded software and electronics, and information systems and consulting services. It serves industry players in the automotive, aerospace, rail, and life sciences sectors. AKKA Technologies SE has a collaboration agreement with Avianor. AKKA Technologies SE was founded in 1984 and is based in Brussels, Belgium.",Brussels,32622674141,http://www.akka-technologies.com,21696,Information Technology Services
AFKS,Sistema Public Joint Stock Financial Corporation,Building 1,Russia,2918993760,https://logo.clearbit.com/sistema.com,125009,Communication Services,"Sistema Public Joint Stock Financial Corporation, together with its subsidiaries, operates in the telecommunications, retail, high technology, finance, pulp and paper, utilities, pharmaceuticals, healthcare, agriculture, real estate, and tourism businesses in Russia and internationally. The company operates through Mobile TeleSystems, Segezha Group, RTI, and Ozon Holdings Limited segments. It provides mobile and fixed voice, broadband, internet access, pay TV, cable and satellite television, digital, mobile application, financial and e-commerce, and content and entertainment services; and produces plywood, paper sacks, unbleached sack paper, and sawn timber products. The company also develops, manufactures, and supplies complex radar, information and integrated automated control systems and command centers, communications equipment, and electronic devices; and operates online platform for retail store, travel agency, electronic library, and various financial services, as well as healthcare facilities that offers prevention, diagnosis, treatment, and rehabilitation services for children and adults. In addition, it engages in the asset management and venture capital activities; crop and dairy farming, and vegetable and fruit growing activities; and developing and manufacturing of air-, sea-, and land-based systems; and civilian unmanned projects. Further, the company develops, manufactures, and sells pharmaceutical and generic drugs; owns, develops, constructs, and rents real estate properties; transmits and distributes electricity; and operates hotels, as well as children's and women's clothes and accessories, and underwear under the Acoola, Concept Club, and Infinity Lingerie brand names through a network of 350 stores. Sistema Public Joint Stock Financial Corporation was founded in 1993 and is based in Moscow, Russia.",Moscow,74957370101,http://www.sistema.com,0,Telecom Services
AFL,Aflac Incorporated,1932 Wynnton Road,United States,683670571,https://logo.clearbit.com/aflac.com,31999,,"Aflac Incorporated, through its subsidiaries, provides supplemental health and life insurance products. It operates through two segments, Aflac Japan and Aflac U.S. The Aflac Japan segment offers cancer, medical, income support, GIFT, and whole and term life insurance products, as well as WAYS and child endowment plans under saving type insurance products in Japan. The Aflac U.S. segment provides cancer, accident, short-term disability, critical care, hospital indemnity, dental, vision, long-term care and disability, and term and whole life insurance products in the United States. It sells its products through sales associates, brokers, independent corporate agencies, individual agencies, and affiliated corporate agencies. The company was founded in 1955 and is headquartered in Columbus, Georgia.",Columbus,7063233431,http://www.aflac.com,12003,
AFLT,Public Joint Stock Company Aeroflot - Russian Airlines,1 Arbat Street,Russia,155089934,https://logo.clearbit.com/aeroflot.ru,119019,Industrials,"Public Joint Stock Company Aeroflot - Russian Airlines, together with its subsidiaries, provides passenger and cargo air transportation services in Russia and internationally. It also offers other aviation services from Moscow Sheremetyevo Airport. In addition, the company provides airline catering, finance, education, and technical maintenance services, as well as operates a hotel. As of December 31, 2019, it operated a fleet of 359 aircraft. The company was founded in 1923 and is headquartered in Moscow, Russia.",Moscow,74952235555,http://www.aeroflot.ru,0,Airlines
AFX,Carl Zeiss Meditec AG,Goschwitzer Strasse 51-52,Germany,36547206,https://logo.clearbit.com/zeiss.de,07745,Healthcare,"Carl Zeiss Meditec AG operates as a medical technology company in Germany, the United States, Japan, France, Spain, India, the United Kingdom, Turkey, North Africa, and internationally. It operates in two segments, Ophthalmic Devices and Microsurgery. The Ophthalmic Devices segment offers optical biometers, ophthalmic surgical microscopes, phacoemulsification/vitrectomy devices, intraocular lenses, and ophthalmic viscoelastic products for the diagnosis and treatment of ophthalmic diseases in the field of cataract and retinal surgery. This segment also offers optical coherence tomography devices, perimeters, fundus cameras, slit lamps, and therapeutic and refractive lasers for the diagnosis and treatment of various eye diseases, such as refraction, glaucoma, and other retinal diseases, as well as FORUM, an eye care data management system. The Microsurgery segment provides surgical microscopes and visualization solutions for neuro, spinal, dental, and plastic and reconstructive surgeries, as well as for ear, nose, and throat surgery; products for surgical treatment of tumors or vascular diseases, such as aneurysms; and INTRABEAM, a intraoperative radiotherapy device. Carl Zeiss Meditec AG serves ophthalmologists and optometrists, as well as physicians and surgeons in hospitals and outpatient surgery centers. The company was founded in 2002 and is headquartered in Jena, Germany. Carl Zeiss Meditec AG is a subsidiary of Carl Zeiss AG.",Jena,493641220115,http://www.zeiss.de/meditec-ag/home.html,3290,Medical Instruments & Supplies
AGN,Aegon N.V.,Aegonplein 50,Netherlands,1753029920,https://logo.clearbit.com/aegon.com,2591 TV,Financial Services,"Aegon N.V. provides insurance, pensions, and asset management services in the Americas, Europe, and Asia. Its insurance products include life, accident, and health insurance; property and casualty insurance; and household and car insurance. The company also offers savings products, such as retirement plan services; annuities; mutual funds; and stable value solutions. In addition, it provides retail and institutional investment management solutions, retirement savings vehicles, residential mortgages, and digital banking services. The company markets its products through brokers, agents, banks, employee benefit consultants, independent financial advisors, bancassurance channels, and advice centers. Aegon N.V. was founded in 1983 and is headquartered in The Hague, the Netherlands.",The Hague,31703443210,http://www.aegon.com,0,InsuranceDiversified
AGOAF,"Abengoa, S.A.",Campus Palmas Altas,Spain,18237059676,https://logo.clearbit.com/abengoa.es,41014,Industrials,"Abengoa, S.A., together with its subsidiaries, provides technology solutions for the energy and water sectors in Spain and rest of Europe, North America, Brazil and rest of South America, Europe, Africa, and the Middle East. It operates through two segments, Engineering and Construction, and Concession-Type Infrastructures. The Engineering and Construction segment offers engineering services, including turnkey projects for thermo-solar plants, solar-gas hybrid plants, conventional generation plants, biofuels plants, and water infrastructures, as well as large-scale desalination plants and transmission lines, and others. It is also involved in the development of solar thermal and water management technologies; and technological business activities, such as hydrogen or the management of energy crops. The Concession-Type Infrastructure segment undertakes take-or-pay contracts or power purchase agreements comprising the operation of electric energy generation plants that include solar, cogeneration, or wind, as well as desalination plants and transmission lines. Abengoa, S.A. was founded in 1941 and is headquartered in Seville, Spain.",Seville,34954937000,http://www.abengoa.es,13502,Engineering & Construction
AGS,ageas SA/NV,Rue du Marquis 1/Markiesstraat 1,Belgium,177828637,https://logo.clearbit.com/ageas.com,1000,Financial Services,"ageas SA/NV, together with its subsidiaries, engages in insurance business in Europe and Asia. It operates through Belgium, United Kingdom, Continental Europe, Asia, and Reinsurance segments. The company primarily offers property, casualty, and life insurance products, as well as pension products; and reinsurance products. Its life insurance products include risks related to the life and death of individuals; and non-life insurance products comprise accident and health, motor, fire, and other insurance products, as well as other damages to property covering the risk of property losses or claims liabilities. The company serves private individuals, as well as small, medium-sized, and large companies through independent brokers and the bank channels. ageas SA/NV was founded in 1824 and is based in Brussels, Belgium.",Brussels,3225575711,http://www.ageas.com,10741,InsuranceDiversified
AHT,Ashland Global Holdings Inc.,50 East RiverCenter Boulevard,United States,56308436,https://logo.clearbit.com/ashland.com,41011,Basic Materials,"Ashland Global Holdings Inc. provides specialty chemical solutions worldwide. The company's Specialty Ingredients segment offers products, technologies, and resources for solving formulation and product-performance challenges. It provides solutions using natural, synthetic, and semisynthetic polymers derived from cellulose ethers, vinyl pyrrolidones, acrylic polymers, polyester and polyurethane-based adhesives, and plant and seed extracts. This segment offers its solutions for the pharmaceutical companies; makers of personal care products, food, and beverages; makers of nutraceuticals and supplements; manufacturers of paint, coatings, and construction materials; packaging and converting markets; and oilfield service companies. Its Intermediates and Solvents produces 1,4 butanediol and related derivatives, including n-methylpyrrolidone that are used as chemical intermediates in the production of engineering polymers and polyurethanes, as well as specialty process solvents used in electronics, pharmaceuticals, water filtration membranes, and others. The company was formerly known as Ashland Inc. and changed its name to Ashland Global Holdings Inc. in September 2016. Ashland Global Holdings Inc. was founded in 1924 and is headquartered in Covington, Kentucky.",Covington,8598153333,http://www.ashland.com,4200,Specialty Chemicals
AI,L'Air Liquide S.A.,75 quai d'Orsay,France,463419711,https://logo.clearbit.com/airliquide.com,75321,Basic Materials,"L'Air Liquide S.A. provides gases, technologies, and services for the industrial and health sectors in Europe, the Americas, the Asia Pacific, the Middle East, and Africa. The company operates through Gas & Services, Engineering & Construction, and Global Markets & Technologies segments. The Gas & Services segment offers oxygen, nitrogen, argon, hydrogen, and carbon monoxide to the metals, chemicals, refining, and energy sectors; and gases, application equipment, and associated services to the materials and energy, automotive and manufacturing, food and pharmaceuticals, technology and research, and craftsmen and retail sectors. It also supplies medical gases, hygiene products, equipment, and services to hospitals, as well as to patients in their homes; and produces and distributes healthcare specialty ingredients for the cosmetics, pharmaceutical, and vaccine markets. In addition, this segment supplies gases, materials, and services for use in the production of semi-conductors, as well as flat screens and photovoltaic panels. The Engineering & Construction segment designs, develops, and builds industrial gas production plants for third parties; and designs and manufactures plants in the traditional, renewable, and alternative energy sectors. The Global Markets & Technologies segment delivers technological solutions, such as molecules, equipment, and services to support the markets of energy transition, primarily in transport, energy, and waste revalorization, as well as related to deep tech in the space exploration, aerospace, and big science. This segment also invests in biomethane production units, as well as develops stations for distributing natural bio-gas for vehicles and hydrogen to support clean mobility; operates biogas digesters for use in the maritime industry; and supplies gases for the offshore oil and gas platforms, offshore wind turbines, and cryogenic transportation by sea. The company was incorporated in 1902 and is headquartered in Paris, France.",Paris,33140625555,http://www.airliquide.com,64445,Chemicals
AIG,"American International Group, Inc.",175 Water Street,United States,863484835,https://logo.clearbit.com/aig.com,10038,Financial Services,"American International Group, Inc. provides insurance products for commercial, institutional, and individual customers in North America and internationally. The company's General Insurance segment offers general liability, environmental, commercial automobile liability, workers' compensation, casualty, and crisis management insurance products; commercial, industrial, and energy-related property insurance; and aerospace, political risk, trade credit, portfolio solutions, crop, and marine insurance. It also provides professional liability insurance products for a range of businesses and risks, including directors and officers, mergers and acquisitions, fidelity, employment practices, fiduciary liability, cyber risk, kidnap and ransom, and errors and omissions insurance. In addition, this segment offers personal auto and property insurance, voluntary and sponsor-paid personal accident, and supplemental health products; extended warranty insurance products; and travel insurance products. Its Life and Retirement segment offers variable annuities, fixed index and fixed annuities, and retail mutual funds; group mutual funds, group and individual annuities, and investment products, and financial planning and advisory services; plan administrative and compliance services; and term life and universal life insurance. It also provides stable value wrap products, and structured settlement and pension risk transfer annuities; and corporate- and bank-owned life insurance and guaranteed investment contracts. This segment sells its products through independent marketing organizations, independent insurance agents, financial advisors, direct marketing, banks, and broker-dealers. American International Group, Inc. was founded in 1919 and is headquartered in New York, New York.",New York,2127707000,http://www.aig.com,45000,InsuranceDiversified
AIR,Airbus SE,Mendelweg 30,Netherlands,665743566,https://logo.clearbit.com/airbus.com,2333 CS,Industrials,"Airbus SE designs, manufactures, and distributes aerospace products and solutions in the Netherlands and internationally. The company operates through three segments: Airbus, Airbus Helicopters, and Airbus Defence and Space. The company's Airbus segment develops, manufactures, markets, and sells commercial jet aircraft of approximately 100 seats; and regional turboprop aircraft and aircraft components, as well as provides aircraft conversion and related services. Its Airbus Helicopters segment develops, manufactures, markets, and sells civil and military helicopters; and provides helicopter related services. The company's Airbus Defence and Space segment designs, develops, delivers, and supports military aircraft, such as combat, mission, transport, and tanker aircraft; and provides unmanned aerial systems and their associated services. It also offers civil and defense space systems for telecommunications, earth observations, navigation, science, and orbital systems; missile systems; and missile and space launcher systems, as well as services around data processing from platforms, secure communication, and cyber security. The company was formerly known as Airbus Group SE and changed its name to Airbus SE in April 2017. Airbus SE was incorporated in 1998 and is headquartered in Leiden, the Netherlands.",Leiden,31715245600,http://www.airbus.com,131349,Aerospace & Defense
AIXA,AIXTRON SE,Dornkaulstrasse 2,Germany,111843215,https://logo.clearbit.com/aixtron.com,52134,Technology,"AIXTRON SE, together with its subsidiaries, provides deposition equipment to the semiconductor industry in Asia, Europe, and the Americas. The company develops, produces, sells, and maintains equipment for the deposition of semiconductor materials; and provides consulting and training, customer support, peripheral equipment and services, and upgrading services for systems, as well as sells spare parts. Its technology solutions are used to build components for electronic and optoelectronic applications that are used in laser, LED and display technologies, data transmission, SiC and GaN based energy management and conversion, communications, and signaling and lighting technology, as well as other applications. AIXTRON SE was founded in 1983 and is headquartered in Herzogenrath, Germany.",Herzogenrath,49240790300,http://www.aixtron.com,728,Semiconductor Equipment & Materials
AIZ,"Assurant, Inc.",28 Liberty Street,United States,57318234,https://logo.clearbit.com/assurant.com,10005,,"Assurant, Inc., together with its subsidiaries, provides lifestyle and housing solutions that support, protect, and connect consumer purchases in North America, Latin America, Europe, and the Asia Pacific. The company operates through three segments: Global Lifestyle, Global Housing, and Global Preneed. The Global Lifestyle segment offers mobile device solutions, and extended service products and related services for mobile devices, consumer electronics, and appliances; vehicle protection and related services; and credit protection and other insurance products. The Global Housing segment provides lender-placed homeowners insurance, manufactured housing, and flood insurance; and renters insurance and related products, as well as voluntary manufactured housing insurance, voluntary homeowners insurance, and other specialty products. The Global Preneed segment offers pre-funded funeral insurance, final need insurance, and related services. The company was formerly known as Fortis, Inc. and changed its name to Assurant, Inc. in February 2004. Assurant, Inc. was founded in 1892 and is headquartered in New York, New York.",New York,2128597000,http://www.assurant.com,13600,
AJG,Arthur J. Gallagher & Co.,2850 Golf Road,United States,191792913,https://logo.clearbit.com/ajg.com,60008-4050,Financial Services,"Arthur J. Gallagher & Co., together with its subsidiaries, provides insurance brokerage, consulting, and third party claims settlement and administration services in the United States, Australia, Bermuda, Canada, the Caribbean, New Zealand, India, and the United Kingdom. Its Brokerage segment consists of retail and wholesale insurance brokerage operations. It offers brokerage and consulting services to businesses and organizations, including commercial, not-for-profit, and public entities, as well as individuals in the areas of insurance placement, risk of loss management, and management of employer sponsored benefit programs. This segment also assist retail brokers and other non-affiliated brokers in the placement of specialized and hard-to-place insurance; acts as a brokerage wholesaler, and managing general agent or managing general underwriter distributing specialized insurance coverage's for underwriting enterprises; and performs activities, including marketing, underwriting, issuing policies, collecting premiums, appointing and supervising other agents, paying claims, and negotiating reinsurance. The company's Risk Management segment provides contract claim settlement and administration services for enterprises and public entities; and claims management, loss control consulting, and insurance property appraisal services. The company offers its services through a network of correspondent insurance brokers and consultants. It serves commercial, industrial, public entity, religious, and not-for-profit entities. Arthur J. Gallagher & Co. was founded in 1927 and is headquartered in Rolling Meadows, Illinois.",Rolling Meadows,6307733800,http://www.ajg.com,32401,Insurance Brokers
AKAM,"Akamai Technologies, Inc.",145 Broadway,United States,160638125,https://logo.clearbit.com/akamai.com,02142,Technology,"Akamai Technologies, Inc. provides cloud services for securing, delivering, and optimizing content and business applications over the internet in the United States and internationally. The company offers cloud and enterprise security solutions to keep infrastructure, websites, applications, application programming interfaces, and users safe from various cyberattacks and online threats while enhancing performance. It also provides web and mobile performance solutions to enable dynamic websites and applications; media delivery solutions, including video streaming and video player services, game and software delivery, broadcast operations, authoritative domain name system, resolution, and data and analytics; and edge compute solutions to enable developers to deploy and distribute code at the edge. In addition, the company offers carrier offerings, including cyberthreat protection, parental controls, DNS infrastructure and content delivery solutions; and an array of service and support to assist customers with integrating, configuring, optimizing, and managing its offerings. It sells its solutions through direct sales and service organizations, as well as through various channel partners. The company was founded in 1998 and is headquartered in Cambridge, Massachusetts.",Cambridge,6174443000,http://www.akamai.com,8368,SoftwareInfrastructure
AKZA,Akzo Nobel N.V.,Christian Neefestraat 2,Netherlands,189812646,https://logo.clearbit.com/akzonobel.com,1077 WW,Basic Materials,"Akzo Nobel N.V. operates as a paints and coatings company worldwide. It offers decorative paints, including paints, lacquers, and varnishes; a range of mixing machines and color concepts for the building and renovation industry; and specialty coatings for metal, wood, and other building materials. The company also provides performance coatings to protect and enhance ships, cars, aircraft, yachts, architectural components, consumer goods, and oil and gas facilities. It offers its products primarily under Dulux, International, Sikkens, and Interpon brands. The company was formerly known as Akzo NV and changed its name to Akzo Nobel N.V. in 1994. Akzo Nobel N.V. was founded in 1646 and is headquartered in Amsterdam, the Netherlands.",Amsterdam,31889697809,http://www.akzonobel.com,32200,Specialty Chemicals
ALB,Albemarle Corporation,4250 Congress Street,United States,116170575,https://logo.clearbit.com/albemarle.com,28209,,"Albemarle Corporation develops, manufactures, and markets engineered specialty chemicals worldwide. It operates in three segments: Lithium, Bromine Specialties, and Catalysts. The Lithium segment offers lithium compounds, including lithium carbonate, lithium hydroxide, lithium chloride, and value-added lithium specialties; and reagents, such as butyllithium and lithium aluminum hydride for use in lithium batteries for consumer electronics and electric vehicles, high performance greases, thermoplastic elastomers for car tires, rubber soles, plastic bottles, catalysts for chemical reactions, organic synthesis processes, life science applications, pharmaceutical industry, and other markets. It also provides cesium products for the chemical and pharmaceutical industries; zirconium, barium, and titanium products for pyrotechnical applications; technical services for the handling and use of reactive lithium products; and lithium-containing by-products recycling services. The Bromine Specialties segment offers bromine and bromine-based fire safety solutions; specialty chemicals, including elemental bromine, alkyl and inorganic bromides, brominated powdered activated carbon, and other bromine fine chemicals for use in chemical synthesis, oil and gas well drilling and completion fluids, mercury control, water purification, beef and poultry processing, and other industrial applications; and other specialty chemicals, such as tertiary amines, biocides, disinfectants, and sanitizers. The Catalysts segment provides hydroprocessing, isomerization, and akylation catalysts; fluidized catalytic cracking catalysts and additives; and organometallics and curatives. The company serves the energy storage, petroleum refining, consumer electronics, construction, automotive, lubricants, pharmaceuticals, crop protection, and custom chemistry services markets. Albemarle Corporation was incorporated in 1993 and is headquartered in Charlotte, North Carolina.",Charlotte,9802995700,http://www.albemarle.com,5900,
ALC,Alcon Inc.,Chemin de Blandonnet 8,Switzerland,488935608,https://logo.clearbit.com/alcon.com,0,Healthcare,"Alcon, Inc., an eye care company, researches, develops, manufactures, distributes, and sells eye care products for eye care professionals and their patients worldwide. The company's Surgical segment offers equipment, instrumentation and diagnostics, intraocular lenses (IOLs), and other implantables; and consumables, including viscoelastics, surgical solutions, incisional instruments, surgical custom packs, and other products for use in surgical procedures. Its cataract products include centurion vision system, LenSx femtosecond laser, LuxOR surgical ophthalmic microscope, NGENUITY 3D visualization system, and ORA system for intra-operative measurements; custom pak surgical procedure packs; vitreoretinal products comprising constellation vision systems, procedure packs, lasers and hand-held microsurgical instruments, and grieshaber and MIVS instruments, as well as scissors, forceps and micro-instruments, medical grade vitreous tamponades, and Hypervit vitrectomy probes; refractive surgery products, including WaveLight lasers and Contoura Vision used for LASIK treatment; and EX-PRESS glaucoma filtration device; and implantables products, including AcrySof IQ IOLs products include monofocal IOLs and advanced technology IOLs under PanOptix and ReSTOR brands for the correction of presbyopia and astigmatism at the time of cataract surgery. Its Vision Care segment provides daily disposable, reusable, and color-enhancing contact lenses; ocular health products, including devices and over-the-counter products for dry eye, over-the-counter products for contact lens care, and ocular allergies; and ocular vitamins and redness relievers under the TOTAL, PRECISION, DAILIES AquaComfort PLUS, Air Optix, Opti-Free, Clear Care, Tears Naturale, Genteal, ICAPS, and Vitalux brands. The company was formerly known as Alcon Universal S.A. and changed the name to Alcon, Inc. in December 2001. Alcon, Inc. was founded in 1945 and is headquartered in Geneva, Switzerland.",Geneva,41589112110,http://www.alcon.com,23655,Medical Instruments & Supplies
ALFA,Alfa Laval AB (publ),Rudeboksvgen 1,Sweden,291727673,https://logo.clearbit.com/alfalaval.com,226 55,Industrials,"Alfa Laval AB (publ) provides heat transfer, separation, and fluid handling products and solutions worldwide. The company operates in five segments: Energy, Food & Water, Marine, Greenhouse, and Operations & Other. It offers fluid handling systems, such as automation and fluid control equipment; installation materials; analytical, cleaning validation, flow, level, pressure, temperature, and weighing instruments, as well as instrumentation accessories; mixing equipment; centrifugal, circumferential piston, rotary lobe, and screw pumps; rotary jet and spray heads; tank covers and accessories; and valves. The company also provides heat transfer products, including air heat exchangers; exhaust gas economizers, and oil/gas-fired composite steam and steam boilers; burners; oil/gas-fired hot water and thermal, and waste heat recovery heaters; plate and tubular heat exchangers; and scraped surface heat exchangers. In addition, it offers separation products comprising cylindrical filter baskets and filtering elements; decanters and separators; evaporation systems; filters and strainers; and membrane and pump control systems. Further, the company provides process solutions consisting of ballast water, brewery, bulk, desalination, edible oil, exhaust gas cleaning, filling, fresh water, fuel conditioning, marine exhaust gas, olive oil, protein, refrigeration, safety, and thermal solutions. It serves the biotech and pharmaceuticals, energy, chemicals, food, dairy, beverage, home and personal care, HVAC, machinery and manufacturing, marine and transportation, mining, minerals, pigment, pulp and paper, refrigeration, semiconductor and electronics, steel, and water and waste treatment industries. The company was formerly known as AB Separator and changed its name to Alfa Laval AB (publ) in 1963. Alfa Laval AB (publ) was founded in 1883 and is headquartered in Lund, Sweden.",Lund,4646366500,http://www.alfalaval.com,16882,Specialty Industrial Machinery
ALGN,"Align Technology, Inc.",410 North Scottsdale Road,United States,72954831,https://logo.clearbit.com/aligntech.com,85281,Healthcare,"Align Technology, Inc., a medical device company, designs, manufactures, and markets Invisalign clear aligners and iTero intraoral scanners and services for orthodontists and general practitioner dentists, and restorative and aesthetic dentistry. It operates in two segments, Clear Aligner; and Scanners and Services. The Clear Aligner segment consists of comprehensive products, including Invisalign comprehensive treatment that addresses the orthodontic needs of teenage patients, such as mandibular advancement, compliance indicators, and compensation for tooth eruption; and Invisalign First Phase I and Invisalign First Comprehensive Phase 2 package for younger patients generally between the ages of seven and ten years, which is a mixture of primary/baby and permanent teeth. This segment's non-comprehensive products comprise Invisalign moderate, lite and express packages, and Invisalign go; and non-case products include retention products, Invisalign training fees, and sales of ancillary products, such as cleaning material, and adjusting tools used by dental professionals during the course of treatment. The Scanners and Services segment offers iTero scanner, a single hardware platform with software options for restorative or orthodontic procedures; restorative software for general practitioner dentists, prosthodontists, periodontists, and oral surgeons; and software for orthodontists for digital records storage, orthodontic diagnosis, and for the fabrication of printed models and retainers. This segment also provides computer-aided design and computer-aided manufacturing services; ancillary products, such as disposable sleeves for the wand; iTero model and dies; third party scanners and digital scans; Invisalign outcome simulator, a chair-side and cloud-based application for the iTero scanner; Invisalign progress assessment tool; and TimeLapse technology, which allows doctors or practitioners to compare a patient's historic 3D scans to the present-day scan. The company sells its products in the United States, Switzerland, China, and internationally. Align Technology, Inc. was incorporated in 1997 and is headquartered in Tempe, Arizona.",Tempe,4084701000,http://www.aligntech.com,18070,Medical Devices
